CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,Segment
12346.0,326,1,77183.6,3,4.106623311276751,5.433579403001396,At-Risk Customers
12347.0,2,7,4310.0,0,0.7424105574712954,-0.6713004179769814,Champions
12348.0,75,4,1797.24,0,0.02480233631811992,-0.17495399705533773,Champions
12349.0,19,1,1757.55,0,-0.02803634885312333,-0.7351238307718322,Champions
12350.0,310,1,334.4,1,-1.235465762681701,1.8349456040199599,Lost Customers
12352.0,36,8,2506.04,0,0.5739141625100593,-0.4274545548628762,Champions
12353.0,204,1,89.0,1,-0.8493458718414498,0.8644419827491493,Lost Customers
12354.0,232,1,1079.4,1,-0.8862659742399073,1.1623993379629534,Lost Customers
12355.0,214,1,459.4,1,-0.8613585134575223,0.9716052242729923,Lost Customers
12356.0,23,3,2811.43,0,0.20627030772663077,-0.6172238891667752,Champions
12357.0,33,1,6207.67,0,0.2315590141822809,-0.40840053016069683,Champions
12358.0,2,2,1168.06,0,0.08292773710321613,-0.89833050617033,Champions
12359.0,58,4,6372.58,0,0.4111690275245042,-0.12320406597081918,Champions
12360.0,52,3,2662.06,0,0.08541189666871059,-0.36143918095489896,Champions
12361.0,287,1,189.9,1,-1.1581006717892401,1.6202634847155128,Lost Customers
12362.0,3,10,5226.23,0,1.0661727717817693,-0.5695771878804763,Champions
12363.0,110,2,552.0,0,-0.37136894860244707,0.05156010771426631,Champions
12364.0,8,4,1313.1,0,0.2457264908491448,-0.803172955159729,Champions
12365.0,291,2,641.38,1,-1.0538634616409928,1.6939253785176072,Lost Customers
12367.0,4,1,168.9,0,-0.08264721097036741,-0.9422967074787538,Champions
12370.0,51,4,3545.69,0,0.23905896296268764,-0.31361355705765115,Champions
12371.0,45,2,1887.96,0,-0.030091283242908214,-0.4767554197034493,Champions
12372.0,72,3,1298.04,0,-0.08659529188372925,-0.24170890652629276,Champions
12373.0,311,1,364.6,1,-1.2371479212819732,1.8453545203812003,Lost Customers
12374.0,25,1,742.9300000000001,0,-0.12220286589983745,-0.7264136637162482,Champions
12375.0,11,2,457.5,0,-0.001277693335334278,-0.8488001299290532,Champions
12377.0,315,2,1628.12,1,-1.0758192608452013,1.9555116514230761,Lost Customers
12378.0,130,1,4008.62,0,-0.2921722244259091,0.3707781746443603,Champions
12379.0,82,2,852.24,0,-0.2437088464498133,-0.18839245341162086,Champions
12380.0,22,4,2724.81,0,0.29170277912079884,-0.6130038806725842,Champions
12381.0,5,5,1845.31,0,0.3822773627149702,-0.789244376759606,Champions
12383.0,185,5,1850.56,1,-0.3023266053310815,0.8402882200543703,Lost Customers
12384.0,29,2,585.27,0,-0.060791977150476684,-0.6801281415365379,Champions
12386.0,338,2,401.9,1,-1.2495544723468515,2.108589968464933,Lost Customers
12388.0,16,6,2780.66,0,0.4938957941968449,-0.6304745419883508,Champions
12390.0,80,1,549.84,0,-0.3450756195850363,-0.2372509994446545,Champions
12391.0,22,1,460.89,0,-0.1306158098852814,-0.7662442355392248,Champions
12393.0,72,4,1582.6000000000001,0,0.02112803051484252,-0.21175543362640398,Champions
12394.0,64,2,1272.48,0,-0.14566605951584133,-0.3324354149584478,Champions
12395.0,19,12,3018.63,0,1.0255122768557368,-0.4896370549359728,Champions
12397.0,36,2,2409.9,0,0.04085299090602411,-0.5347628803841226,Champions
12398.0,46,1,1635.6599999999999,0,-0.13935193346051683,-0.49620739436347805,Champions
12399.0,119,4,1108.65,0,-0.19104767595618827,0.19237145094235472,Champions
12401.0,303,1,84.3,1,-1.2264115025932945,1.760343908567699,Lost Customers
12402.0,323,1,225.6,1,-1.2925853554131084,1.9477272672308112,Lost Customers
12403.0,50,1,427.7,0,-0.23950064013068093,-0.514289737187482,Champions
12405.0,149,1,1710.39,1,-0.5260547662929196,0.4394709190755315,Lost Customers
12406.0,22,2,3415.3,0,0.16481453255271838,-0.6163006031094713,Champions
12407.0,50,5,1708.1200000000001,0,0.2013887856170251,-0.38808589825681994,Champions
12408.0,33,5,2888.55,0,0.3490722401614041,-0.4889122514165597,Champions
12409.0,79,3,11072.67,0,0.5739840018140822,0.2609504978410687,Champions
12410.0,309,2,693.3299999999999,1,-1.1187083618800504,1.8591898144650207,Lost Customers
12412.0,75,3,1226.88,0,-0.10301449932174574,-0.21775208204715502,Champions
12413.0,67,3,758.1,0,-0.10552939405405756,-0.31123348632771985,Champions
12414.0,217,3,562.41,1,-0.6900985115590288,1.0377188911729462,Lost Customers
12415.0,24,21,124914.53,2,10.36597621769666,5.188428423692513,Loyal Customers
12417.0,3,9,3649.1,0,0.8675737586543688,-0.657622194201163,Champions
